iter	F1	Logloss
1721	0.721222232	0.266669591
1722	0.7212855638	0.2666489588
1723	0.7212855638	0.2666413065
1724	0.7213489066	0.2666310047
1725	0.7214611872	0.2666169467
1726	0.7215245455	0.2666049313
1727	0.7215734481	0.266594014
1728	0.7215734481	0.2665877557
1729	0.7215734481	0.2665801724
1730	0.7216368107	0.266568036
1731	0.7217001844	0.2665597172
1732	0.7218124341	0.2665490761
1733	0.7218124341	0.2665440857
1734	0.7218124341	0.2665190576
1735	0.7218124341	0.2665121161
1736	0.7218124341	0.2665059737
1737	0.7218124341	0.2664917615
1738	0.7218124341	0.2664765276
1739	0.7218758233	0.2664661193
1740	0.7218758233	0.2664552409
1741	0.7218758233	0.2664492378
1742	0.7219392236	0.2664348893
1743	0.7219392236	0.2664289928
1744	0.7219392236	0.2664206101
1745	0.7219392236	0.2664071063
1746	0.7219392236	0.2664022069
1747	0.7219392236	0.2663928148
1748	0.7219392236	0.2663815463
1749	0.7219880576	0.2663678011
1750	0.7219246641	0.2663348504
1751	0.7219880576	0.2663235798
1752	0.7219246641	0.2663176415
1753	0.7221002722	0.2663102606
1754	0.7221490651	0.2662983592
1755	0.7220856742	0.2662827526
1756	0.7220856742	0.2662769202
1757	0.7220856742	0.2662724608
1758	0.7220856742	0.2662680691
1759	0.7220856742	0.2662620326
1760	0.7221978408	0.2662456082
1761	0.722261236	0.2662318775
1762	0.722261236	0.2662179516
1763	0.7223246423	0.2662013746
1764	0.7223246423	0.2661853968
1765	0.7224367978	0.2661527935
1766	0.7224367978	0.2661470972
1767	0.7226123596	0.2661344272
1768	0.7226123596	0.2661234312
1769	0.7226610497	0.2661085648
1770	0.7226610497	0.2660922478
1771	0.7227244799	0.266082529
1772	0.7227244799	0.2660769295
1773	0.7227244799	0.2660715439
1774	0.7227244799	0.2660579502
1775	0.7227244799	0.2660467553
1776	0.7227244799	0.2660394859
1777	0.7227244799	0.2660235275
1778	0.7226610497	0.2659914252
1779	0.7227731461	0.2659732711
1780	0.7227731461	0.2659588145
1781	0.7227731461	0.2659482939
1782	0.7227731461	0.2659369123
1783	0.7227097227	0.2659277048
1784	0.7227097227	0.2659211238
1785	0.7227731461	0.2659158461
1786	0.7228852229	0.2659054955
1787	0.7229486617	0.2659003193
1788	0.7229486617	0.2658917716
1789	0.7229486617	0.2658781726
1790	0.7229486617	0.2658679103
1791	0.7229486617	0.2658562254
1792	0.7229486617	0.2658244031
1793	0.7229486617	0.2658200422
1794	0.7229486617	0.2658056951
1795	0.7230121116	0.2657953837
1796	0.7230121116	0.2657856818
1797	0.7231241773	0.2657786167
1798	0.7231241773	0.2657721206
1799	0.7232213352	0.2657626064
1800	0.7232213352	0.2657503048
1801	0.7231093174	0.2657445885
1802	0.7231093174	0.2657307828
1803	0.7231093174	0.2657237005
1804	0.7231093174	0.265718199
1805	0.7231093174	0.265704762
1806	0.7230458812	0.2656919066
1807	0.7231093174	0.2656777056
1808	0.7231093174	0.2656707695
1809	0.7231093174	0.2656664845
1810	0.7231093174	0.2656532288
1811	0.7231093174	0.2656244909
1812	0.7231093174	0.2656133332
1813	0.7231093174	0.2656000243
1814	0.7231093174	0.265593651
1815	0.7231093174	0.2655880971
1816	0.7231093174	0.2655776081
1817	0.7231093174	0.2655686597
1818	0.7231093174	0.2655641092
1819	0.723318425	0.2655532638
1820	0.7234303753	0.2655435286
1821	0.7234303753	0.2655302482
1822	0.7234938174	0.2655191414
1823	0.7234938174	0.2655038753
1824	0.7234303753	0.2654948492
1825	0.7234303753	0.2654847028
1826	0.7234303753	0.2654672385
1827	0.7234303753	0.2654612862
1828	0.7234303753	0.2654483534
1829	0.7234938174	0.2654420918
1830	0.7234938174	0.2654376368
1831	0.7234938174	0.2654308403
1832	0.7234938174	0.2654246814
1833	0.7234938174	0.2653939195
1834	0.7236057524	0.2653784124
1835	0.723542306	0.2653688175
1836	0.723542306	0.2653655428
1837	0.723542306	0.2653518863
1838	0.723542306	0.2653379312
1839	0.7233669443	0.2653263479
1840	0.7234788708	0.2652926235
1841	0.7234788708	0.2652778781
1842	0.7234788708	0.2652725215
1843	0.7233669443	0.2652637752
1844	0.7234303753	0.265250895
1845	0.7234303753	0.2652378081
1846	0.7234303753	0.2652278795
1847	0.723542306	0.2652189428
1848	0.723542306	0.2652080878
1849	0.723542306	0.2651993251
1850	0.723542306	0.2651928633
1851	0.7234303753	0.2651748365
1852	0.7237176677	0.2651629029
1853	0.7237176677	0.2651520838
1854	0.7237176677	0.26514049
1855	0.7237176677	0.2651351953
1856	0.7237176677	0.2651216383
1857	0.7237176677	0.2650917163
1858	0.7237176677	0.2650897135
1859	0.7237176677	0.2650578768
1860	0.7237661085	0.2650448014
1861	0.7234788708	0.2650306346
1862	0.7235273492	0.2650244781
1863	0.7235273492	0.2650193899
1864	0.7235273492	0.2650145449
1865	0.7235273492	0.2650022872
1866	0.7233035245	0.2649909665
1867	0.7233035245	0.2649808777
1868	0.7234154467	0.2649690724
1869	0.7234154467	0.2649629811
1870	0.7234154467	0.2649527727
1871	0.7235758107	0.2649350486
1872	0.7236392322	0.2649267286
1873	0.7236392322	0.2649190685
1874	0.7236392322	0.2649054373
1875	0.7236392322	0.264892557
1876	0.7237510955	0.2648870544
1877	0.7237510955	0.2648825221
1878	0.7237510955	0.2648793458
1879	0.7239747634	0.2648697724
1880	0.7240382087	0.2648590213
1881	0.7240382087	0.2648491548
1882	0.7240382087	0.2648441525
1883	0.7240382087	0.26483163
1884	0.7242134782	0.2648167418
1885	0.7241500175	0.2648081455
1886	0.7240865679	0.2647992753
1887	0.7240865679	0.2647864339
1888	0.7241983529	0.2647792512
1889	0.7240865679	0.2647686749
1890	0.7240865679	0.264762144
1891	0.7240865679	0.2647494108
1892	0.7241983529	0.264736848
1893	0.7240865679	0.2647307779
1894	0.7241983529	0.2647177023
1895	0.7241983529	0.2647030785
1896	0.7242134782	0.2646843044
1897	0.7243887477	0.2646698179
1898	0.7243887477	0.2646649042
1899	0.7243887477	0.2646582985
1900	0.7244522349	0.2646296758
1901	0.7243887477	0.2646207633
1902	0.7243252716	0.264608278
1903	0.7243887477	0.2646013663
1904	0.7244522349	0.2645900249
1905	0.724340433	0.2645818118
1906	0.7244522349	0.2645697169
1907	0.7243887477	0.26456546
1908	0.7243887477	0.2645596614
1909	0.7245005258	0.2645317803
1910	0.7244853263	0.264523045
1911	0.7244218641	0.2645099283
1912	0.7244218641	0.2645034788
1913	0.7244218641	0.2644987546
1914	0.7244218641	0.2644853853
1915	0.7243584129	0.2644781613
1916	0.7244218641	0.2644721824
1917	0.7244853263	0.2644615198
1918	0.7244853263	0.2644514696
1919	0.7244853263	0.2644465987
1920	0.7244853263	0.2644259463
1921	0.7244853263	0.2644118902
1922	0.7245487997	0.2644051574
1923	0.7245487997	0.2643911777
1924	0.7245487997	0.2643881863
1925	0.7245487997	0.2643818846
1926	0.7244853263	0.2643717237
1927	0.7244853263	0.2643669653
1928	0.7244853263	0.2643573658
1929	0.7244853263	0.2643469971
1930	0.7244370455	0.2643353842
1931	0.7245970568	0.2643297324
1932	0.7245970568	0.264315964
1933	0.7245970568	0.2643018542
1934	0.7247087676	0.2642916738
1935	0.7247087676	0.2642812321
1936	0.7247087676	0.2642694141
1937	0.7248204589	0.2642590233
1938	0.7248204589	0.2642543484
1939	0.7245818373	0.2642408468
1940	0.7246452969	0.2642338981
1941	0.7245335903	0.2642220337
1942	0.7245335903	0.2642118024
1943	0.7246452969	0.264203392
1944	0.7246452969	0.2641910509
1945	0.7245335903	0.2641804159
1946	0.7245335903	0.2641633635
1947	0.7245335903	0.2641513431
1948	0.7245335903	0.2641243226
1949	0.7248686515	0.2641127264
1950	0.7248686515	0.2641038706
1951	0.7248686515	0.2640837725
1952	0.7248686515	0.2640781207
1953	0.7248686515	0.2640739969
1954	0.7248686515	0.2640693977
1955	0.7248686515	0.264064143
1956	0.7248686515	0.2640550201
1957	0.7248686515	0.2640491434
1958	0.724756984	0.2640362946
1959	0.724756984	0.2640262814
1960	0.724756984	0.2640113584
1961	0.7250437828	0.2640015486
1962	0.7250437828	0.2639976725
1963	0.7249321307	0.2639938655
1964	0.7249802994	0.2639818407
1965	0.7250437828	0.2639729886
1966	0.7250437828	0.2639624428
1967	0.7250437828	0.2639522984
1968	0.7250919279	0.2639475983
1969	0.7251072773	0.2639368068
1970	0.7249956209	0.2639255349
1971	0.7249956209	0.2639134312
1972	0.7249474422	0.2639079905
1973	0.724883945	0.2638850194
1974	0.724883945	0.2638793886
1975	0.7251072773	0.2638643887
1976	0.7251554155	0.2638513573
1977	0.7252670285	0.2638307567
1978	0.7252670285	0.2638256691
1979	0.7253786221	0.2638138481
1980	0.7253786221	0.2638043328
1981	0.7252670285	0.2637926495
1982	0.7252670285	0.2637872574
1983	0.7252670285	0.2637779944
1984	0.7252670285	0.2637690108
1985	0.7252670285	0.263759419
1986	0.7252670285	0.2637462096
1987	0.7252035367	0.2637366245
1988	0.7253151261	0.263731234
1989	0.7253151261	0.2637268513
1990	0.7253151261	0.2637073693
1991	0.7253151261	0.2636948048
1992	0.7253151261	0.2636788894
1993	0.7253151261	0.2636678561
1994	0.7254266958	0.2636551298
1995	0.7254266958	0.263643067
1996	0.7252516411	0.2636349404
1997	0.7252516411	0.2636303693
1998	0.725140056	0.2636251011
1999	0.7253786221	0.2636110804
